18	43629293	43629295	6
18	59126966	59126968	10
18	61247079	61247081	3
18	63540453	63540455	4
18	75008231	75008233	5
19	5076837	5076839	5
19	6623770	6623772	2
19	7468461	7468463	5
19	11397092	11397094	1
19	32461643	32461645	2
19	32569838	32569840	7
19	32594276	32594278	5
19	33713954	33713956	1
19	40039547	40039549	6
19	44194306	44194308	8
19	56154793	56154795	5
19	56556644	56556646	8
19	60873676	60873678	3
20	686747	686749	9
20	6851392	6851394	7
20	7960496	7960498	1
20	14949880	14949882	10
20	25890943	25890945	5
20	26028136	26028138	3
20	26039814	26039816	2
20	26075200	26075202	8
20	26199239	26199241	7
20	26204793	26204795	9
20	28245886	28245888	7
20	30655615	30655617	1
20	31335888	31335890	10
20	32287357	32287359	8
20	42706224	42706226	8
20	50661187	50661189	9
20	51519501	51519503	1
20	61455452	61455454	7
20	61544532	61544534	7
21	9730160	9730162	8
21	9813787	9813789	6
21	9849710	9849712	6
21	9907134	9907136	4
21	10209787	10209789	7
21	13379048	13379050	8
21	15966876	15966878	1
21	28660271	28660273	5
21	35034309	35034311	10
21	37908717	37908719	10
21	43654370	43654372	7
21	44459845	44459847	2
21	45008031	45008033	7
21	45400770	45400772	8
22	15043221	15043223	9
22	15293516	15293518	1
22	15327597	15327599	4
22	15410694	15410696	8
22	15611995	15611997	6
22	19292772	19292774	4
22	20872132	20872134	1
22	26204477	26204479	7
22	34209857	34209859	7
22	46043507	46043509	2
22	47778343	47778345	6
22	48025061	48025063	4
X	3651234	3651236	1
X	6109464	6109466	9
X	6541868	6541870	2
Y	10062638	10062640	4
Y	10531672	10531674	2
Y	10542329	10542331	6
Y	10546034	10546036	3
Y	10575673	10575675	4
Y	10576570	10576572	9
Y	10602714	10602716	3
Y	10659261	10659263	2
Y	11244921	11244923	6
Y	11245730	11245732	10
Y	11715294	11715296	3
Y	11732409	11732411	7
Y	11735589	11735591	3
Y	11752685	11752687	8
Y	11778253	11778255	6
Y	11853318	11853320	6
Y	11905459	11905461	6
Y	11906222	11906224	5
Y	11915174	11915176	4
X	11944253	11944255	9
Y	11950163	11950165	7
Y	12955927	12955929	6
Y	15492829	15492831	9
X	16506302	16506304	8
X	19176661	19176663	7
X	20628219	20628221	3
Y	21152414	21152416	6
Y	21976897	21976899	10
X	22925176	22925178	5
X	29759507	29759509	1
X	36526908	36526910	9
X	41477134	41477136	9
X	57079859	57079861	3
X	58292155	58292157	5
X	58551717	58551719	5
X	61644590	61644592	10
X	66248614	66248616	7
X	67493971	67493973	10
X	69533806	69533808	10
X	73996441	73996443	10
X	76366312	76366314	3
X	80886441	80886443	8
X	87876555	87876557	7
X	92377297	92377299	2
X	100328243	100328245	5
X	102391225	102391227	6
X	103789932	103789934	4
X	107591439	107591441	10
X	107760916	107760918	6
X	111220105	111220107	4
X	112340670	112340672	8
X	118065817	118065819	2
X	118488963	118488965	6
X	120306406	120306408	6
X	124317281	124317283	6
X	128731079	128731081	4
X	133905418	133905420	5
X	136860114	136860116	3
X	138413104	138413106	9
X	149344414	149344416	9
X	154203563	154203565	5
