3	177525079	0.509128
3	196926499	0.918121
3	199331217	0.864621
4	4042817	0.683696
4	4121648	0.884733
4	4910317	0.713781
4	5759037	0.511538
4	9591970	0.415638
4	11436023	0.623217
4	16461668	0.400973
4	28965159	0.157771
4	29635239	0.652701
4	33521236	0.945356
4	41912572	0.594061
4	62292656	0.385193
4	63892306	0.935789
4	66972745	0.809045
4	91788505	0.618664
4	96616454	0.884956
4	122370482	0.453658
4	135153353	0.632829
4	137304989	0.952481
4	148720137	0.340657
4	151164545	0.421974
4	155283830	0.118713
4	159657680	0.204827
4	164862787	0.5235
4	179129081	0.457369
4	182615197	0.993676
4	185297753	0.70453
4	188447335	0.0389359
4	189098992	0.395096
4	189171550	0.375404
4	189318060	0.416734
4	191192759	0.0484151
5	29465043	0.712558
5	34208641	0.965127
5	40910756	0.891181
5	46405680	0.0829644
5	49494137	0.382637
5	53182412	0.984737
5	90140763	0.480018
5	100156069	0.6553
5	117267989	0.630161
5	125005857	0.116878
5	130417962	0.369934
5	130436804	0.475052
5	138362117	0.205401
5	153293711	0.181114
5	157380550	0.983333
5	163215118	0.871579
5	164642034	0.628922
5	175428223	0.285627
5	176456476	0.527678
5	177291473	0.679099
6	4457765	0.615514
6	13753038	0.944475
6	30086077	0.791063
6	31404754	0.392716
6	32834998	0.383651
6	35968447	0.0246215
6	57430616	0.813874
6	57601455	0.786996
6	57651403	0.0433901
6	57702085	0.256861
6	70982332	0.0687746
6	76608637	0.895259
6	77260904	0.621556
6	82051223	0.487758
6	86397792	0.744091
6	87189158	0.934773
6	91062283	0.730843
6	98804967	0.275796
6	103251501	0.309603
6	116881196	0.489383
6	118765282	0.0644511
6	142632295	0.229463
6	143936418	0.590009
6	165595033	0.284166
6	168989130	0.976866
6	169502556	0.18765
7	7001125	0.834134
7	36051858	0.29289
7	46965638	0.597171
7	51903570	0.657552
7	57136969	0.480486
7	57609565	0.534012
7	57623516	0.143031
7	57731280	0.927468
7	57736379	0.953939
7	57738082	0.859748
7	57738536	0.790768
7	57743631	0.431722
7	57860358	0.947427
7	61077777	0.411778
7	61411418	0.75095
7	61437916	0.225011
7	61462687	0.756442
7	62690759	0.521446
7	70840421	0.944317
7	73249806	0.130935
7	85138004	0.619291
7	100402101	0.423874
7	123911953	0.0553317
7	139784783	0.959249
7	141390027	0.0922775
7	146503088	0.907651
7	153388055	0.891651
8	961620	0.975506
8	6077499	0.322779
8	8137113	0.949932
8	12353412	0.498806
8	14301403	0.439705
8	39502901	0.11641
8	42773115	0.495323
8	47425394	0.887983
8	58883757	0.332
8	63069911	0.929777
8	89795607	0.768669
8	117257373	0.0208264
8	122001459	0.0296928
8	124329444	0.0466436
8	134219066	0.938796
8	138328190	0.336148
8	143301737	0.631219
8	144891892	0.88989
8	146270199	0.374557
9	37244850	0.1797
9	43794368	0.211088
9	44011233	0.759295
9	66450372	0.464994
9	67847801	0.149165
9	67869145	0.0185639
9	67885585	0.00379073
9	67981418	0.71077
9	68297454	0.9159
9	69167689	0.526672
9	81010721	0.782476
9	81927986	0.0808692
9	99300982	0.168202
9	104362724	0.968499
9	123617368	0.557014
9	126049511	0.732716
9	140167068	0.756114
9	140191016	0.0163623
10	1609425	0.340948
10	3211821	0.317345
10	5332050	0.610583
10	6879625	0.0670438
10	12705504	0.805067
10	20869280	0.766068
10	39077527	0.307846
10	39154056	0.970839
10	41927504	0.882743
10	41930236	0.259057
10	41987234	0.977736
10	41988915	0.815698
10	41989602	0.430894
10	42088623	0.0436554
10	79100451	0.716546
10	90497537	0.983517
10	110653645	0.964795
10	111589804	0.308929
10	113781224	0.177118
10	120967576	0.819318
10	121635730	0.274341
11	346536	0.854726
11	1403231	0.388141
11	23170480	0.493111
11	28959796	0.711195
11	30414167	0.0569138
11	41886729	0.550708
11	50726304	0.746607
11	56212540	0.22074
11	67463084	0.978634
11	67503547	0.89888
11	71144661	0.476186
11	71590346	0.266328
11	98248038	0.175692
11	102444756	0.855406
11	106085903	0.801625
11	113929771	0.916458
11	132170220	0.909949
11	132217088	0.514353
12	6007310	0.725414
12	6070029	0.029519
12	25190800	0.125216
12	34695432	0.513237
12	38393344	0.981479
12	46134786	0.709974
12	65204257	0.535508
12	69408408	0.289484
12	77358388	0.365359
12	86261251	0.589576
12	86875180	0.996924
12	96128991	0.300797
12	104694466	0.49368
12	105812734	0.275198
12	118624357	0.259394
12	120153171	0.633353
12	123371212	0.75677
13	18227324	0.0385042
13	28837631	0.140388
13	52643404	0.50192
13	62500770	0.774088
13	85385926	0.0980777
13	86550301	0.392468
13	112540005	0.214646
13	113846191	0.554869
14	18129200	0.68161
14	18815939	0.824172
14	33744721	0.861995
14	42753610	0.544774
14	55371804	0.0132972
14	59528259	0.485825
14	81997564	0.25702
14	85531705	0.733098
14	105399752	0.172939
14	105553187	0.585785
14	105734796	0.293518
15	18344610	0.161956
15	19335302	0.991616
15	51851794	0.0824961
15	52354395	0.512495
15	53552859	0.505745
15	59264882	0.0572555
15	60195077	0.293189
15	82743162	0.62559
15	85223152	0.291821
15	87687954	0.633181
15	92835358	0.867823
15	96031770	0.494767
16	5281978	0.547806
16	13713363	0.978723
16	14383671	0.403742
16	16889207	0.693628
16	18259417	0.813285
16	21298246	0.881708
16	32433511	0.872582
16	32738055	0.492932
16	33453284	0.702308
16	33843681	0.696573
16	33855415	0.306563
16	33857128	0.410138
16	33858751	0.192481
16	33863559	0.0246541
16	33868887	0.360953
16	33889231	0.541463
16	50019642	0.366622
16	57956189	0.818383
16	73130009	0.564204
16	77160701	0.580302
16	78296248	0.134318
16	82545521	0.489196
16	85161493	0.921452
16	86330285	0.837585
17	1686177	0.293064
17	15337807	0.519037
17	16043074	0.449226
17	21332544	0.149053
17	21447112	0.139664
17	24685923	0.332378
17	26010114	0.274255
17	29150611	0.402778
17	30734020	0.497685
17	45182881	0.593737
17	55440215	0.938721
17	66446006	0.0790291
17	67654655	0.24246
17	71847794	0.0294067
18	52374	0.238467
18	57141	0.909423
18	6835673	0.672825
18	14245170	0.170771
18	15280202	0.140982
18	34399787	0.484681
18	35978507	0.0374605
18	43629293	0.599092
18	59126966	0.93659
18	61247079	0.276215
18	63540453	0.346847
18	75008231	0.453886
19	5076837	0.457615
19	6623770	0.127235
19	7468461	0.43964
19	11397092	0.0346958
19	32461643	0.131472
19	32569838	0.653981
19	32594276	0.462667
19	33713954	0.0388257
19	40039547	0.54369
19	44194306	0.796241
19	56154793	0.421716
19	56556644	0.773207
19	60873676	0.294876
20	686747	0.806726
20	6851392	0.641936
20	7960496	0.0232011
20	14949880	0.940169
20	25890943	0.418826
20	26028136	0.212065
20	26039814	0.18009
20	26075200	0.765195
20	26199239	0.633059
20	26204793	0.830407
20	28245886	0.656993
20	30655615	0.0810951
20	31335888	0.96583
20	32287357	0.707128
20	42706224	0.705529
20	50661187	0.82948
20	51519501	0.0665602
20	61455452	0.67714
20	61544532	0.69541
21	9730160	0.756982
21	9813787	0.590682
21	9849710	0.590906
21	9907134	0.356321
21	10209787	0.685415
21	13379048	0.762424
21	15966876	0.0552446
21	28660271	0.495741
21	35034309	0.920508
21	37908717	0.979217
21	43654370	0.692932
21	44459845	0.100411
21	45008031	0.611813
21	45400770	0.747833
22	15043221	0.833346
22	15293516	0.0497024
22	15327597	0.348947
22	15410694	0.757338
22	15611995	0.584656
22	19292772	0.305173
22	20872132	0.0488251
22	26204477	0.603301
22	34209857	0.673773
22	46043507	0.108318
22	47778343	0.508917
22	48025061	0.362351
X	3651234	0.00106123
X	6109464	0.836092
X	6541868	0.199196
Y	10062638	0.331778
Y	10531672	0.197272
Y	10542329	0.555975
Y	10546034	0.264197
Y	10575673	0.360677
Y	10576570	0.89238
Y	10602714	0.237407
Y	10659261	0.10005
Y	11244921	0.543638
Y	11245730	0.923796
Y	11715294	0.246782
Y	11732409	0.669916
Y	11735589	0.27142
Y	11752685	0.752219
Y	11778253	0.541474
Y	11853318	0.54695
Y	11905459	0.58056
Y	11906222	0.466433
Y	11915174	0.337992
X	11944253	0.883544
Y	11950163	0.624236
Y	12955927	0.527808
Y	15492829	0.876454
X	16506302	0.72575
X	19176661	0.682114
X	20628219	0.292703
Y	21152414	0.559526
Y	21976897	0.96155
X	22925176	0.457193
X	29759507	0.0392603
X	36526908	0.847195
X	41477134	0.807834
X	57079859	0.263545
X	58292155	0.407117
X	58551717	0.418691
X	61644590	0.941017
X	66248614	0.676264
X	67493971	0.968406
X	69533806	0.996428
X	73996441	0.966222
X	76366312	0.299263
X	80886441	0.721407
X	87876555	0.681154
X	92377297	0.155379
X	100328243	0.455678
X	102391225	0.580136
X	103789932	0.34313
X	107591439	0.983971
X	107760916	0.594949
X	111220105	0.313186
X	112340670	0.71828
X	118065817	0.133784
X	118488963	0.504344
X	120306406	0.515294
X	124317281	0.548783
X	128731079	0.392662
X	133905418	0.476841
X	136860114	0.267261
X	138413104	0.847613
X	149344414	0.830811
X	154203563	0.43466
